DB00172	L-Proline	D00035	C00148	22	O15460	O43272	O43447	O94903	P13674	P23284	P30405	P45877	P62937	Q13427	Q32P28	Q4W8W1	Q7L3T8	Q8IVL5	Q8IVL6	Q53H96	Q96EM0	P32322	P07814	Q9UN76	Q99884	Q96C36																																																
DB00173	Adenine	D00034	C00147	6	P07741	O00763	P24666	Q9BY49	P78362	Q13126																																																																
DB00174	L-Asparagine		C00152	6	Q15758	Q7L266	Q96I59	Q99624	P08243	O43776																																																																
DB00175	Pravastatin	D00893	C01844	1	P04035																																																																					
DB00176	Fluvoxamine		C07571	1	P31645																																																																					
DB00177	Valsartan	D00400		1	P30556																																																																					
DB00178	Ramipril	D00421		1	P12821																																																																					
DB00179	Masoprocol		C10719	1	P09917																																																																					
DB00180	Flunisolide	D00324		1	P04150																																																																					
DB00181	Baclofen	D00241		2	Q9UBS5	O75899																																																																				
DB00182	Amphetamine	D07445	C07514	17	Q05940	Q01959	Q16568	Q96RJ0	P23975	P35348	P35368	P25100	P08913	P18089	P18825	P08588	P07550	P13945	P14416	P27338	P31645																																																					
DB00184	Nicotine	D03365	C00745	13	P43681	P36544	P17787	Q15822	P32297	P30532	Q15825	Q9UGM1	Q9GZZ6	Q05901	P30926	P11511	P28329																																																									
DB00185	Cevimeline	D00661		2	P20309	P11229																																																																				
DB00186	Lorazepam	D00365		17	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88	P30536																																																					
DB00187	Esmolol		C06980	1	P08588																																																																					
DB00188	Bortezomib			5	Q13200	P20618	P28074	P49721	Q99460																																																																	
DB00189	Ethchlorvynol	D00704	C07833	16	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																						
DB00190	Carbidopa	D00558		1	P20711																																																																					
DB00191	Phentermine	D05458	C07438	5	P23975	P31645	Q01959	P21397	P27338																																																																	
DB00192	Indecainide			1	Q14524																																																																					
DB00193	Tramadol	D08623	C07153	9	P35372	P23975	P31645	P28335	P41145	P41143	Q8TCU5	Q693P7	P20309																																																													
DB00195	Betaxolol		C06849	2	P08588	P07550																																																																				
DB00197	Troglitazone	D00395		6	P37231	O60488	P05121	Q99808	P62508	P11474																																																																
DB00198	Oseltamivir	D00900	C08093	3	P23141	Q99519	Q9Y3R4																																																																			
DB00201	Caffeine	D00528	C07481	32	P30542	P29274	Q07343	P21817	P54750	Q01064	Q14123	Q9Y233	P27815	Q08493	Q08499	Q9NP56	O00408	Q14432	Q13370	O76074	P51160	Q9HCR9	Q13946	O60658	O95263	O76083	P16499	P35913	P78527	O00329	P42336	P42338	Q14643	Q14571	Q14573	Q13315																																						
DB00202	Succinylcholine		C07546	5	Q9GZZ6	Q693P7	P11229	P08172	P20309																																																																	
DB00203	Sildenafil	D02229	C07259	3	O76074	P18545	Q13956																																																																			
DB00204	Dofetilide	D00647	C07751	3	Q12809	O95069	Q14500																																																																			
DB00205	Pyrimethamine	D00488	C07391	1	P00374																																																																					
DB00208	Ticlopidine		C07140	1	Q9H244																																																																					
DB00209	Trospium	D01103		1	P11229																																																																					
DB00210	Adapalene	D01112		6	P13631	P10826	P48443	P28702	P10276	P19793																																																																
DB00211	Midodrine		C07890	3	P35348	P35368	P25100																																																																			
DB00213	Pantoprazole	D05353	C11806	1	P20648																																																																					
DB00214	Torasemide	D00382		1	Q13621																																																																					
DB00215	Citalopram	D07704	C07572	4	P31645	P35367	P35348	P11229																																																																		
DB00216	Eletriptan	D01973		7	P28221	P28222	P30939	P08908	P28566	P41595	P34969																																																															
DB00217	Bethanidine	D01603		7	P08913	P18089	P18825	P48048	P08588	P07550	P13945																																																															
DB00218	Moxifloxacin		C07663	1	P11388																																																																					
DB00219	Oxyphenonium			1	P11229																																																																					
DB00221	Isoetarine	D04625	C07053	2	P08588	P07550																																																																				
DB00222	Glimepiride	D00593	C07669	3	Q14654	P48048	Q09428																																																																			
DB00223	Diflorasone	D01327		1	P04150																																																																					
DB00226	Guanadrel	D00607		1	P23975																																																																					
DB00227	Lovastatin	D00359	C07074	3	P04035	P20701	Q92769																																																																			
DB00228	Enflurane	D00543	C07516	23	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88	P23415	P48167	O15554	Q09470	P98194	P42261	P30049																																															
DB00230	Pregabalin	D02716		1	O00555																																																																					
DB00231	Temazepam	D00370		20	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	Q8N1C3	P18507	Q99928	O14764	P78334	O00591	P24046	P28476	A8MPY1	Q9UN88	P30536																																																		
DB00232	Methyclothiazide	D00656	C07765	4	Q13621	P00915	P00918	P22748																																																																		
DB00233	Aminosalicylic Acid	D00162	C02518	4	P35354	O15111	P09917	Q9NZK7																																																																		
DB00234	Reboxetine			1	P23975																																																																					
DB00235	Milrinone	D00417	C07224	1	Q14432																																																																					
DB00237	Butabarbital	D03180	C07827	20	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88	P43681	P36544	P42262	Q13002																																																		
DB00240	Alclometasone	D01820		1	P04150																																																																					
DB00241	Butalbital			20	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																		
DB00242	Cladribine	D01370		9	P23921	P31350	Q7LG56	P09884	Q07864	P56282	Q9NRF9	Q9NR33	P00491																																																													
DB00243	Ranolazine			2	Q14524	Q15858																																																																				
DB00244	Mesalazine	D00377		7	P35354	P23219	P09917	P37231	O15111	O14920	P05164																																																															
DB00245	Benzatropine		C06846	3	P11229	Q01959	P35367																																																																			
DB00246	Ziprasidone		C07568	25	P14416	P28223	P21728	P21918	P35462	P21917	P08908	P28222	P28221	P28566	P28335	P46098	P50406	P34969	P35367	P35348	P35368	P08913	P18089	P18825	P11229	P08172	P20309	P08173	P08912																																													
DB00247	Methysergide	D02357	C07199	8	P41595	P28335	P28223	P08908	P34969	P28222	P30939	P28566																																																														
DB00248	Cabergoline	D00987	C08187	20	P14416	P41595	P35462	P28223	P18089	P28221	P21917	P08913	P08908	P18825	P21918	P21728	P28222	P28335	P34969	P35348	P35368	P25100	P08588	P07550																																																		
DB00252	Phenytoin	D00512	C07443	2	Q14524	P35498																																																																				
DB00253	Medrysone	D02289	C14643	1	P04150																																																																					
DB00254	Doxycycline		C06973	2	Q9UM07	P61769																																																																				
DB00255	Diethylstilbestrol	D00577	C07620	3	P03372	P62508	Q92731																																																																			
DB00257	Clotrimazole	D00282	C06922	1	O15554																																																																					
DB00261	Anagrelide	D02933		1	Q14432																																																																					
DB00262	Carmustine	D00254		1	P00390																																																																					
DB00264	Metoprolol	D02358	C07202	2	P08588	P07550																																																																				
DB00266	Dicoumarol	D03798	C00796	3	Q9BQB6	P15559	Q08257																																																																			
DB00268	Ropinirole		C07564	14	P35462	P14416	P21917	P08908	P28221	P41595	P21728	P21918	P28222	P28223	P28335	P08913	P18089	P18825																																																								
DB00269	Chlorotrianisene	D00269		1	P03372																																																																					
DB00270	Isradipine	D00349		7	Q13936	P54289	Q08289	O95180	Q9NY47	Q01668	Q13698																																																															
DB00272	Betazole			1	P25021																																																																					
DB00273	Topiramate	D00537	C07502	20	P14867	P35498	P39086	P00918	P22748	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																		
DB00275	Olmesartan	D01204		1	P30556																																																																					
DB00276	Amsacrine	D02321	C01553	2	P11388	Q12809																																																																				
DB00277	Theophylline	D00371	C07130	8	P30542	P29274	P29275	Q07343	O76074	P27815	Q14432	Q92769																																																														
DB00278	Argatroban		C04931	1	P00734																																																																					
DB00280	Disopyramide	D00303	C06965	6	Q14524	P11229	P08172	P20309	Q9NZV8	Q9UK17																																																																
DB00281	Lidocaine	D00358		4	Q9Y5Y9	Q15858	Q14524	P00533																																																																		
DB00282	Pamidronate		C07395	1	P14324																																																																					
DB00283	Clemastine	D00666		1	P35367																																																																					
DB00285	Venlafaxine	D08670	C07187	3	P31645	P23975	Q01959																																																																			
DB00286	Conjugated Estrogens			1	P03372																																																																					
DB00287	Travoprost	D01964		1	P43088																																																																					
DB00288	Amcinonide	D01387		2	P04150	P04083																																																																				
DB00289	Atomoxetine	D02574		10	P23975	P31645	Q01959	Q05586	Q12879	Q13224	Q14957	O15399	Q8TCU5	O60391																																																												
DB00292	Etomidate	D00548	C07522	17	P14867	P18089	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																					
DB00293	Raltitrexed	D01064	C11372	2	P04818	Q05932																																																																				
DB00294	Etonogestrel			2	P06401	P03372																																																																				
DB00295	Morphine	D00842	C01516	3	P35372	P41145	P41143																																																																			
DB00296	Ropivacaine		C07532	1	Q9Y5Y9																																																																					
DB00297	Bupivacaine		C07529	2	Q9Y5Y9	P34995																																																																				
DB00298	Dapiprazole			3	P35348	P25100	P35368																																																																			
DB00302	Tranexamic Acid	D01136		1	P00747																																																																					
DB00304	Desogestrel	D02367	C07629	2	P06401	P03372																																																																				
DB00306	Talbutal	D06887		20	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																		
DB00307	Bexarotene			3	P19793	P28702	P48443																																																																			
DB00308	Ibutilide	D00648	C07753	10	Q13936	Q02641	Q12809	P54289	Q06432	O00180	Q9Y257	Q9H252	Q9NS40	Q14654																																																												
DB00310	Chlorthalidone	D00272		1	Q13621																																																																					
DB00311	Ethoxzolamide	D02441		4	P00915	P00918	P22748	P43166																																																																		
DB00312	Pentobarbital	D00499	C07422	27	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88	Q05586	Q12879	Q13224	Q14957	O15399	Q8TCU5	O60391																																											
DB00313	Valproic Acid	D00399	C07185	20	Q9UKV0	P80404	P45954	Q02218	P51649	P35498	Q9Y5Y9	Q9UI33	Q99250	Q9NY46	P35499	Q14524	Q01118	Q9UQD0	Q15858	Q07699	O60939	Q9NY72	Q8IWT1	Q92769																																																		
DB00315	Zolmitriptan	D00415	C07218	4	P28222	P28221	P30939	P08908																																																																		
DB00316	Acetaminophen	D00217	C06804	2	P35354	P23219																																																																				
DB00317	Gefitinib	D01977		1	P00533																																																																					
DB00318	Codeine	D03580	C06174	3	P35372	P41145	P41143																																																																			
DB00320	Dihydroergotamine		C07798	4	P28221	P28222	P08913	P41595																																																																		
DB00321	Amitriptyline		C06824	35	P23975	P31645	P28223	P08908	P41143	P41145	P04629	Q16620	P35348	P25100	P08913	P35367	P11229	P08172	P20309	P08173	P08912	O43526	Q09470	Q9NZV8	Q9UK17	P25021	Q9H3N8	Q99720	P28335	P35368	P34969	P28221	P35372	P28222	P50406	O43525	P08588	P07550	P13945																																			
DB00322	Floxuridine	D04197	C11736	1	P04818																																																																					
DB00323	Tolcapone	D00786	C07949	1	P21964																																																																					
DB00324	Fluorometholone	D01367		1	P04150																																																																					
DB00325	Nitroprusside		C07269	1	P16066																																																																					
DB00327	Hydromorphone		C07042	3	P35372	P41143	P41145																																																																			
DB00328	Indomethacin	D00141	C01926	8	P23219	P35354	P14555	Q8N8N7	P37231	Q04760	Q9Y5Y4	Q07869																																																														
DB00331	Metformin	D04966	C07151	1	Q9Y478																																																																					
DB00332	Ipratropium bromide		C07052	3	P11229	P08172	P20309																																																																			
DB00333	Methadone		C07163	5	P35372	Q8TCU5	Q9GZZ6	P41143	P46098																																																																	
DB00334	Olanzapine	D00454	C07322	48	P28223	P14416	P21728	P21918	P35462	P21917	P08908	P28222	P28221	P28566	P28335	P46098	P50406	P34969	P35367	P35348	P35368	P08913	P18089	P18825	P11229	P08172	P20309	P08173	P08912	P41595	P47898	P25021	Q9H3N8	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88	P08588	P07550	P13945																						
DB00335	Atenolol	D00235		2	P08588	P07550																																																																				
DB00338	Omeprazole	D00455	C07324	1	P20648																																																																					
DB00340	Metixene	D01871		5	P11229	P08173	P08912	P08172	P20309																																																																	
DB00341	Cetirizine		C07778	1	P35367																																																																					
DB00342	Terfenadine	D00521	C07463	7	P35367	Q12809	P20309	P11229	P08912	P08173	P08172																																																															
DB00343	Diltiazem		C06958	1	Q06432																																																																					
DB00344	Protriptyline		C07408	2	P23975	P31645																																																																				
DB00346	Alfuzosin	D01692		4	P35348	P35368	P25100	Q12809																																																																		
DB00347	Trimethadione	D00392		1	O43497																																																																					
DB00348	Nitisinone			1	P32754																																																																					
DB00349	Clobazam	D01253		16	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																						
DB00350	Minoxidil	D00418		2	P48048	P23219																																																																				
DB00351	Megestrol acetate	D00952	C08151	2	P06401	P04150																																																																				
DB00353	Methylergometrine	D00680		1	P21728																																																																					
DB00354	Buclizine		C07777	2	P35367	P11229																																																																				
DB00356	Chlorzoxazone	D00771	C07931	1	Q12791																																																																					
DB00357	Aminoglutethimide	D00574	C07617	2	P11511	P05108																																																																				
DB00358	Mefloquine	D04895	C07633	2	P69905	P29274																																																																				
DB00360	Tetrahydrobiopterin		C00272	4	P29474	P00439	P07101	P17752																																																																		
DB00363	Clozapine	D00283	C06924	26	P14416	P28223	P21728	P35462	P21917	P08908	P28222	P28221	P28566	P28335	P46098	P50406	P34969	P35367	Q9H3N8	P35348	P35368	P08913	P18089	P18825	P11229	P08172	P20309	P08173	P08912	Q9NYX4																																												
DB00366	Doxylamine	D02327		2	P35367	P11229																																																																				
DB00367	Levonorgestrel	D00950	C08149	4	P06401	P18405	P03372	P10275																																																																		
DB00368	Norepinephrine	D00076	C00547	12	P35348	P35368	P25100	P08913	P18089	P18825	P08588	P07550	P13945	P00439	Q05940	P54219																																																										
DB00370	Mirtazapine	D00563	C07570	22	P28223	P46098	P08913	P28335	P41145	P35367	P18825	P34969	P35348	P35368	P25100	P14416	P35462	P23975	P31645	Q01959	P41595	P21728	P21918	Q9Y5N1	P08588	P07550																																																
DB00371	Meprobamate	D00376		16	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																						
DB00372	Thiethylperazine	D02354	C07132	3	P14416	P21728	P21917																																																																			
DB00373	Timolol		C07141	2	P08588	P07550																																																																				
DB00374	Treprostinil			3	P43119	Q03181	Q9H244																																																																			
DB00376	Trihexyphenidyl		C07171	5	P11229	P08172	P20309	P08173	P08912																																																																	
DB00377	Palonosetron			1	P46098																																																																					
DB00378	Dydrogesterone	D01217		1	P06401																																																																					
DB00379	Mexiletine		C07220	2	Q14524	P35869																																																																				
DB00380	Dexrazoxane			2	P11388	Q02880																																																																				
DB00381	Amlodipine		C06825	10	Q13936	P54289	Q08289	Q01668	Q13698	Q00975	Q8IZS8	Q6TME4	P00915	P17405																																																												
DB00382	Tacrine		C01453	2	P22303	P06276																																																																				
DB00383	Oxyphencyclimine		C07851	3	P20309	P11229	P08172																																																																			
DB00384	Triamterene	D00386		4	P51170	P37088	P51168	P51172																																																																		
DB00387	Procyclidine		C07378	4	P11229	P08172	P08173	P20309																																																																		
DB00388	Phenylephrine		C07441	3	P35348	P35368	P25100																																																																			
DB00389	Carbimazole		C07615	1	P07202																																																																					
DB00391	Sulpiride	D01226		2	P14416	P35462																																																																				
DB00392	Ethopropazine	D01118		3	P11229	Q8TCU5	P08172																																																																			
DB00393	Nimodipine	D00438	C07267	10	Q13936	Q01668	O60840	Q13698	Q02641	Q08289	P54284	O00305	P08235	P35869																																																												
DB00394	Beclomethasone	D07495	C06842	1	P04150																																																																					
DB00396	Progesterone	D00066	C00410	5	P06401	P03372	P08235	P05093	P41145																																																																	
DB00397	Phenylpropanolamine		C07911	5	P35348	P08913	P21728	P08588	P07550																																																																	
DB00398	Sorafenib	D08524		10	P15056	P04049	P35916	P35968	P36888	P09619	P10721	P11362	P07949	P17948																																																												
DB00399	Zoledronate	D01968		2	P14324	O95749																																																																				
DB00400	Griseofulvin	D00209	C06686	1	Q99456																																																																					
DB00401	Nisoldipine	D00618	C07699	5	Q13936	P54289	Q08289	Q01668	Q13698																																																																	
DB00402	Eszopiclone			17	P14867	P47869	P34903	P31644	P30536	P48169	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																					
DB00404	Alprazolam	D00225	C06817	16	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																						
DB00405	Dexbrompheniramine			1	P35367																																																																					
DB00408	Loxapine	D02340	C07104	32	P14416	P21728	P28223	P28335	P08908	P28222	P28221	P28566	P46098	P47898	P50406	P34969	P35348	P35368	P08913	P18089	P18825	P08588	P11229	P08172	P20309	P08173	P08912	P21918	P35462	P21917	P35367	P25021	Q9H3N8	P31645	P23975	Q01959																																						
DB00409	Remoxipride			5	P14416	P21917	P35462	P28223	Q99720																																																																	
DB00411	Carbachol	D00524		3	P11229	P08172	Q15822																																																																			
DB00412	Rosiglitazone	D00596		2	P37231	O60488																																																																				
DB00413	Pramipexole	D00559		14	P35462	P14416	P21917	P18089	P08908	P28221	P08913	P28222	P28223	P41595	P28335	P18825	P21728	P21918																																																								
DB00414	Acetohexamide	D00219	C06806	1	P48048																																																																					
DB00415	Ampicillin	D00204	C06574	3	P46059	Q16348	Q02763																																																																			
DB00417	Phenoxymethylpenicillin	D05411	C08126	1	P46059																																																																					
DB00418	Secobarbital	D00430		17	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002	Q05586	Q12879	Q13224	Q14957	O15399	Q8TCU5	O60391																																																					
DB00419	Miglustat			1	Q16739																																																																					
DB00420	Promazine	D08430	C07379	14	P14416	P28223	P28335	P21728	P21917	P08173	P08172	P20309	P11229	P35368	P08912	P35348	P35367	P25100																																																								
DB00421	Spironolactone	D00443	C07310	24	P08235	P10275	P06401	P04150	P19099	P04278	Q06432	P54289	Q9NY47	Q8IZS8	Q13936	Q01668	O60840	Q13698	Q02641	Q08289	P54284	O00305	Q00975	O00555	O43497	O95180	Q9P0X4	Q6TME4																																														
DB00422	Methylphenidate	D04999	C07196	3	Q01959	P23975	P31645																																																																			
DB00423	Methocarbamol	D00402		1	P00915																																																																					
DB00424	Hyoscyamine	D00147	C02046	4	P11229	P08172	P20309	P08173																																																																		
DB00425	Zolpidem		C07219	3	P14867	P47869	P34903																																																																			
DB00427	Triprolidine	D01782		1	P35367																																																																					
DB00428	Streptozocin	D05932		1	P11168																																																																					
DB00429	Carboprost Tromethamine	D00682		1	P34995																																																																					
DB00431	Lindane	D00360	C07075	5	P18505	P23415	P23416	O75311	P48167																																																																	
DB00432	Trifluridine	D00391		1	P04818																																																																					
DB00433	Prochlorperazine	D00493	C07403	1	P14416																																																																					
DB00434	Cyproheptadine			6	P35367	P28223	P28335	P11229	P08172	P20309																																																																
